step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,typology,note
503,CASH_OUT,5137.1,C880130138,26484.27,21347.17,M349635585,294315.93,299453.03,0,0,,
506,CASH_IN,15879.22,C949467426,43007.18,58886.4,C159720515,0.0,0.0,0,0,,
507,TRANSFER,5640.82,C456759112,137574.6,131933.78,C320262774,70422.23,76063.05,0,0,,
512,PAYMENT,151.42,C330607269,99176.91,99025.49,M671253446,0.0,0.0,0,0,,
513,PAYMENT,1308.94,C430441832,179613.12,178304.18,M542585225,0.0,0.0,0,0,,
513,CASH_OUT,10136.74,C585079581,96125.91,85989.17,M241374960,641183.7,651320.44,0,0,,
515,CASH_OUT,1070.26,C109945231,147705.94,146635.68,M914898084,730251.12,731321.38,0,0,,
517,PAYMENT,1721.36,C555978783,129239.3,127517.94,M353009459,0.0,0.0,0,0,,
530,PAYMENT,1607.68,C834844525,53452.4,51844.72,M373908492,0.0,0.0,0,0,,
536,CASH_IN,23463.29,C250669798,150360.92,173824.21,C732431230,0.0,0.0,0,0,,
537,CASH_IN,1919.2,C224441078,157091.24,159010.44,C743053733,0.0,0.0,0,0,,
538,PAYMENT,210.88,C231921220,96320.83,96109.95,M289842070,0.0,0.0,0,0,,
538,CASH_OUT,2851.29,C979676343,73427.58,70576.29,M166877405,513400.9,516252.19,0,0,,
543,TRANSFER,5554.86,C306735135,138843.23,133288.37,C928612833,66120.31,71675.17,0,0,,
543,CASH_IN,9289.93,C456037747,34014.82,43304.75,C734988960,0.0,0.0,0,0,,
546,CASH_IN,18407.02,C665650108,18642.61,37049.63,C543110111,0.0,0.0,0,0,,
550,CASH_IN,38467.58,C235746392,157487.76,195955.34,C865220765,0.0,0.0,0,0,,
550,PAYMENT,1487.8,C617527181,19069.39,17581.59,M635829303,0.0,0.0,0,0,,
551,TRANSFER,4321.02,C763823603,62935.04,58614.02,C745165789,0.0,4321.02,1,0,VELOCITY_FRAUD,Transfer 8 of 8 within a single step
551,TRANSFER,4303.41,C763823603,80149.43,75846.02,C381337395,0.0,4303.41,1,0,VELOCITY_FRAUD,Transfer 4 of 8 within a single step
551,TRANSFER,4292.28,C763823603,93065.06,88772.78,C517824263,0.0,4292.28,1,0,VELOCITY_FRAUD,Transfer 1 of 8 within a single step
551,TRANSFER,4281.68,C763823603,67216.72,62935.04,C637900191,0.0,4281.68,1,0,VELOCITY_FRAUD,Transfer 7 of 8 within a single step
551,TRANSFER,4297.2,C763823603,84446.63,80149.43,C933943218,0.0,4297.2,1,0,VELOCITY_FRAUD,Transfer 3 of 8 within a single step
551,TRANSFER,4326.15,C763823603,88772.78,84446.63,C990822277,0.0,4326.15,1,0,VELOCITY_FRAUD,Transfer 2 of 8 within a single step
551,TRANSFER,4302.22,C763823603,75846.02,71543.8,C174561939,0.0,4302.22,1,0,VELOCITY_FRAUD,Transfer 5 of 8 within a single step
551,TRANSFER,4327.08,C763823603,71543.8,67216.72,C765284497,0.0,4327.08,1,0,VELOCITY_FRAUD,Transfer 6 of 8 within a single step
552,CASH_OUT,8779.75,C733043189,153715.65,144935.9,M409113857,133417.89,142197.64,0,0,,
564,CASH_IN,14347.7,C130831466,133386.03,147733.73,C275236838,0.0,0.0,0,0,,
576,PAYMENT,1014.26,C739025775,30721.76,29707.5,M685197917,0.0,0.0,0,0,,
577,CASH_OUT,3404.12,C616919830,160681.84,157277.72,M933045771,617813.75,621217.87,0,0,,
582,PAYMENT,2008.94,C776481958,41549.63,39540.69,M191957573,0.0,0.0,0,0,,
582,CASH_IN,12998.46,C518325599,116600.07,129598.53,C492575150,0.0,0.0,0,0,,
582,PAYMENT,2318.64,C578990060,7071.6,4752.96,M517107225,0.0,0.0,0,0,,
585,PAYMENT,1201.56,C941530432,90144.08,88942.52,M700706352,0.0,0.0,0,0,,
585,CASH_IN,5942.81,C503280815,39019.33,44962.14,C690839149,0.0,0.0,0,0,,
588,PAYMENT,617.16,C763461638,10882.41,10265.25,M195590366,0.0,0.0,0,0,,
590,CASH_OUT,309.17,C846354818,130563.18,130254.01,M900246943,820989.09,821298.26,0,0,,
592,CASH_OUT,1954.78,C105076958,11032.96,9078.18,M574664532,334727.73,336682.51,0,0,,
593,PAYMENT,943.18,C859435611,171218.68,170275.5,M822432650,0.0,0.0,0,0,,
593,PAYMENT,561.0,C188451437,149007.41,148446.41,M115709179,0.0,0.0,0,0,,
595,CASH_OUT,3888.22,C145138813,68780.39,64892.17,M597969587,660862.21,664750.43,0,0,,
596,PAYMENT,1397.8,C902817507,129270.73,127872.93,M401097098,0.0,0.0,0,0,,
598,PAYMENT,1546.02,C707387748,123355.83,121809.81,M950510305,0.0,0.0,0,0,,
602,CASH_IN,28166.88,C764096641,77394.43,105561.31,C656699444,0.0,0.0,0,0,,
603,CASH_OUT,9422.58,C894201257,33854.58,24432.0,M169969700,804234.48,813657.06,0,0,,
603,TRANSFER,2043.2,C846066661,5520.56,3477.36,C338272858,33172.54,35215.74,0,0,,
605,CASH_IN,34534.78,C901121826,10667.94,45202.72,C842662134,0.0,0.0,0,0,,
608,PAYMENT,94.75,C536593526,108653.1,108558.35,M191951913,0.0,0.0,0,0,,
609,TRANSFER,2895.61,C992548755,91054.01,88158.4,C757334593,71835.92,74731.53,0,0,,
610,PAYMENT,44.71,C456373082,2197.1,2152.39,M346865279,0.0,0.0,0,0,,
618,DEBIT,1571.27,C818531093,119247.18,117675.91,M178495021,0.0,0.0,0,0,,
622,PAYMENT,2424.16,C560011534,120898.36,118474.2,M977632169,0.0,0.0,0,0,,
623,CASH_OUT,7390.02,C309860335,84902.34,77512.32,M728430345,165347.41,172737.43,0,0,,
624,CASH_OUT,250.08,C956384754,32227.61,31977.53,M128794339,667292.76,667542.84,0,0,,
626,CASH_IN,24930.01,C160675919,57962.33,82892.34,C978176743,0.0,0.0,0,0,,
629,TRANSFER,5235.37,C195307647,110899.42,105664.05,C964642480,5501.98,10737.35,0,0,,
630,PAYMENT,1096.48,C355213579,106277.67,105181.19,M334152455,0.0,0.0,0,0,,
631,TRANSFER,7378.66,C447543618,67315.05,59936.39,C674432194,62147.48,69526.14,0,0,,
639,PAYMENT,2164.44,C168052913,76714.22,74549.78,M228202825,0.0,0.0,0,0,,
643,TRANSFER,2624.2,C337824722,7110.98,4486.78,C629616378,33336.05,35960.25,0,0,,
645,CASH_IN,16279.05,C998655932,58174.64,74453.69,C534324549,0.0,0.0,0,0,,
646,PAYMENT,1903.07,C737183440,22651.74,20748.67,M350522219,0.0,0.0,0,0,,
654,TRANSFER,5836.94,C710753769,78711.86,72874.92,C334889755,88373.22,94210.16,0,0,,
658,CASH_OUT,11031.32,C198596428,110576.78,99545.46,M930458560,764525.57,775556.89,0,0,,
666,PAYMENT,2195.66,C889748087,168582.1,166386.44,M928839152,0.0,0.0,0,0,,
667,PAYMENT,904.47,C510503087,161540.88,160636.41,M453002459,0.0,0.0,0,0,,
672,PAYMENT,145.35,C413302007,152589.57,152444.22,M424322970,0.0,0.0,0,0,,
675,TRANSFER,2983.43,C121522587,144037.97,141054.54,C849853161,29233.69,32217.12,0,0,,
676,PAYMENT,726.26,C678581906,159900.58,159174.32,M153787792,0.0,0.0,0,0,,
680,CASH_OUT,11112.99,C395734649,174591.03,163478.04,M871324218,552222.89,563335.88,0,0,,
682,PAYMENT,2471.23,C892760886,43064.38,40593.15,M401918896,0.0,0.0,0,0,,
682,PAYMENT,2449.67,C223852135,53293.6,50843.93,M887270027,0.0,0.0,0,0,,
684,DEBIT,710.6,C748752129,20298.47,19587.87,M590366078,0.0,0.0,0,0,,
684,PAYMENT,690.94,C956745217,2001.4,1310.46,M258660069,0.0,0.0,0,0,,
688,PAYMENT,1200.81,C679337594,4162.87,2962.06,M249313027,0.0,0.0,0,0,,
690,CASH_OUT,1666.24,C443233763,54478.07,52811.83,M684156814,385647.95,387314.19,0,0,,
699,CASH_OUT,549.99,C489507444,114059.51,113509.52,M322069225,775282.47,775832.46,0,0,,
700,PAYMENT,1436.29,C795265702,10749.7,9313.41,M808420836,0.0,0.0,0,0,,
701,PAYMENT,1211.36,C578217271,67888.39,66677.03,M944298116,0.0,0.0,0,0,,
702,PAYMENT,693.97,C725917070,95792.46,95098.49,M852143529,0.0,0.0,0,0,,
705,PAYMENT,1632.83,C553873826,173197.84,171565.01,M799810961,0.0,0.0,0,0,,
716,PAYMENT,1683.64,C652275555,22602.28,20918.64,M145664124,0.0,0.0,0,0,,
719,TRANSFER,5211.7,C930346456,14352.49,9140.79,C561513281,82476.5,87688.2,0,0,,
